store_nbr,store_name,chain_name,store_state,target,total_orders,total_items,total_brands,total_sales,total_qty,avg_invoice_value,sales_per_order,qty_per_order,items_per_order,brands_per_order,adoption_probability,segment,potential_revenue,opportunity_tier,store_size
11968,VALLEY HOMETOWN MARKET,3,24,0,24,17,4,1190.2203,38,31.32158684,49.5925125,1.583333333,0.708333333,0.166666667,0.10213793,Low Potential,121.566637685979,Tier 4,Small Store
45920,FOOD CENTER,37,2,0,41,35,3,13978.1,284,84.20542169,340.9292683,6.926829268,0.853658537,0.073170732,0.10180662,Low Potential,1423.063115022,Tier 4,Small Store
45178,ARTEAGAS FOOD CENTER-PROMO,37,2,0,7,8,3,423.65,9,47.07222222,60.52142857,1.285714286,1.142857143,0.428571429,0.10163926,Low Potential,43.059472499,Tier 4,Small Store
16256,ASSOCIATED FRESH,0,20,0,109,173,10,35171.9798,671,63.25895647,322.6787138,6.155963303,1.587155963,0.091743119,0.10161415,Low Potential,3573.97083119417,Tier 4,Small Store
13760010,LA MEXICANA MEAT MARKET-010,20,28,0,18,15,4,3493.11,61,57.26409836,194.0616667,3.388888889,0.833333333,0.222222222,0.101439394,Low Potential,354.33896157534,Tier 4,Small Store
24004,FRESCO Y MAS #0235,7,6,0,44,142,9,42512.01,898,60.81832618,966.1820455,20.40909091,3.227272727,0.204545455,0.101309195,Low Potential,4306.857510931951,Tier 4,Small Store
62242,SUPER FRESH,21,18,0,4,12,4,618.71,13,47.59307692,154.6775,3.25,3.0,1.0,0.10085797,Low Potential,62.40183461870001,Tier 4,Small Store
16570,COMPARE FRESH,0,20,0,144,200,10,83105.4204,1568,64.57297622,577.120975,10.88888889,1.388888889,0.069444444,0.100480385,Low Potential,8350.464637378855,Tier 4,Medium Store
11085010,ALL SEASON MEAT MKT-010,20,28,0,9,8,2,492.61,13,37.89307692,54.73444444,1.444444444,0.888888889,0.222222222,0.100129955,Low Potential,49.32501713255,Tier 4,Small Store
46813,MC GLOBAL NBK USA #2,37,28,0,2,2,0,1605.86,46,401.465,802.93,23.0,1.0,0.0,0.10012615,Low Potential,160.78857923899997,Tier 4,Small Store
50001,FIESTA FOODS - PASCO,30,31,0,110,87,7,22492.06,506,51.94471132,204.4732727,4.6,0.790909091,0.063636364,0.09949646,Low Potential,2237.8803481076,Tier 4,Small Store
12403010,EL AHORRO # 2-010,20,28,0,57,37,4,10055.52,144,76.75969466,176.4126316,2.526315789,0.649122807,0.070175439,0.09946054,Low Potential,1000.1274491808,Tier 4,Small Store
16712010,BREAD BSKT #2 BGA-010,20,28,0,2,11,4,674.3,11,61.3,337.15,5.5,5.5,2.0,0.09945262,Low Potential,67.06090166599999,Tier 4,Small Store
13383010,JD'S SPMKT #8-010,20,28,0,29,37,4,3178.61,71,50.45412698,109.6072414,2.448275862,1.275862069,0.137931034,0.0992271,Low Potential,315.404252331,Tier 4,Small Store
11022010,99 RAN MKT 1105-010,20,28,0,5,7,2,945.62,18,55.62470588,189.124,3.6,1.4,0.4,0.09902062,Low Potential,93.6358786844,Tier 4,Small Store
49232,HARVEY'S #1631,33,6,0,137,180,7,21890.0771,455,50.90715605,159.7815847,3.321167883,1.313868613,0.051094891,0.09886057,Low Potential,2164.065499449947,Tier 4,Small Store
64315,CAMBRIDGE GROCERY,2,24,0,3,16,5,772.72,16,48.295,257.5733333,5.333333333,5.333333333,1.666666667,0.09824423,Low Potential,75.9152814056,Tier 4,Small Store
47412,S&L/PENINSULA MARKET,37,2,0,3,5,3,127.93,6,21.32166667,42.64333333,2.0,1.666666667,1.0,0.09803458,Low Potential,12.5415638194,Tier 4,Small Store
13857010,LA MICH MM 01 HOU-010,20,28,0,6,6,3,470.29,9,52.25444444,78.38166667,1.5,1.0,0.5,0.0979486,Low Potential,46.064247094,Tier 4,Small Store
13814010,LA MICH MM 01 SA-010,20,28,0,2,2,2,105.95,3,35.31666667,52.975,1.5,1.0,1.0,0.0976392,Low Potential,10.34487324,Tier 4,Small Store
60838,#97 CORPORATE (NON-RETAIL SALES),31,20,0,3,6,1,395.34,11,65.89,131.78,3.666666667,2.0,0.333333333,0.097202316,Low Potential,38.42796360744,Tier 4,Small Store
46003,SUNSHINE FOODS,37,2,0,51,26,4,9670.24,184,52.55565217,189.612549,3.607843137,0.509803922,0.078431373,0.09692638,Low Potential,937.3013569312,Tier 4,Small Store
49912,WINN-DIXIE #2400,33,6,0,112,142,7,15023.1331,339,46.65569286,134.135117,3.026785714,1.267857143,0.0625,0.09667075,Low Potential,1452.297544126825,Tier 4,Small Store
15697010,TELOLOAPAN SUPER MER-010,20,28,0,37,25,4,5004.35,94,54.3951087,135.2527027,2.540540541,0.675675676,0.108108108,0.096116215,Low Potential,480.9991805352501,Tier 4,Small Store
47604,TIMES #28 MILILANI,37,8,0,76,45,4,20377.26,272,92.20479638,268.1218421,3.578947368,0.592105263,0.052631579,0.09584583,Low Potential,1953.0753978258,Tier 4,Small Store
11133010,INT'L EXPORTS 7M-010,15,28,0,1,6,2,2678.57,51,382.6528571,2678.57,51.0,6.0,2.0,0.095501445,Low Potential,255.80730553365004,Tier 4,Small Store
64308,GROVE CITY COUNTY MARKET,2,24,0,3,18,5,1109.59,21,52.83761905,369.8633333,7.0,6.0,1.666666667,0.09496706,Low Potential,105.3745001054,Tier 4,Small Store
50228,FOODLINX #524,30,2,0,11,34,8,7193.27,214,199.8130556,653.9336364,19.45454545,3.090909091,0.727272727,0.09489032,Low Potential,682.5716921464001,Tier 4,Small Store
15574010,SPEEDY STOP # 84-010,20,28,0,14,19,3,1301.67,28,48.21,92.97642857,2.0,1.357142857,0.214285714,0.09457072,Low Potential,123.0998691024,Tier 4,Small Store
39362,HEADLANDS IGA,28,21,0,2,3,3,173.22,3,57.74,86.61,1.5,1.5,1.5,0.09451795,Low Potential,16.372399299,Tier 4,Small Store
45683,LONGS MOILIILI #9954,37,8,0,82,30,4,11181.58,310,49.25806167,136.3607317,3.780487805,0.365853659,0.048780488,0.09440479,Low Potential,1055.5947117682,Tier 4,Small Store
25956,TRADE FAIR #009,24,20,0,23,35,7,4377.638,135,55.41313924,190.332087,5.869565217,1.52173913,0.304347826,0.09350477,Low Potential,409.33003433326,Tier 4,Small Store
45339,ABC #38 STORE,37,8,0,46,10,3,8406.95,149,67.2556,182.7597826,3.239130435,0.217391304,0.065217391,0.09341914,Low Potential,785.370039023,Tier 4,Small Store
13830010,LA MICH MM 15 DAL-010,20,28,0,9,7,3,691.06,14,49.36142857,76.78444444,1.555555556,0.777777778,0.333333333,0.093312964,Low Potential,64.48485690183999,Tier 4,Small Store
47625,TIMES #24 HONOKOWAI,37,8,0,61,55,4,29944.9,626,68.6809633,490.9,10.26229508,0.901639344,0.06557377,0.09259098,Low Potential,2772.627637002,Tier 4,Small Store
48756,WINN-DIXIE #0112,33,6,0,45,97,7,7291.8145,170,48.29016225,162.0403222,3.777777778,2.155555556,0.155555556,0.091513336,Low Potential,667.298270388172,Tier 4,Small Store
63805,TOPS PT #671,35,24,0,98,118,6,19088.53,390,50.36551451,194.7809184,3.979591837,1.204081633,0.06122449,0.09148542,Low Potential,1746.3221842326,Tier 4,Small Store
12018,LANDIS MARKET PERKASIE,3,24,0,53,72,13,8105.6375,264,31.05608238,152.9365566,4.981132075,1.358490566,0.245283019,0.091326706,Low Potential,740.2611729050749,Tier 4,Small Store
45735,ABC#77 IGM,37,8,0,22,5,2,2414.66,78,73.17151515,109.7572727,3.545454545,0.227272727,0.090909091,0.09067227,Low Potential,218.9427034782,Tier 4,Small Store
45337,ABC #36 STORE,37,8,0,40,9,4,6307.05,118,66.39,157.67625,2.95,0.225,0.1,0.09055274,Low Potential,571.120658817,Tier 4,Small Store
13169010,BUD'S HOUSE OF MEAT-010,20,28,0,3,4,3,556.02,9,61.78,185.34,3.0,1.333333333,1.0,0.08977567,Low Potential,49.9170680334,Tier 4,Small Store
11479010,BIG B'S MEAT MARKET & GROCERY-010,20,28,0,1,4,2,59.46,4,14.865,59.46,4.0,4.0,2.0,0.089707844,Low Potential,5.33402840424,Tier 4,Small Store
46316,STATE OF HAWAII,37,8,0,3,7,4,710.31,10,78.92333333,236.77,3.333333333,2.333333333,1.333333333,0.08962027,Low Potential,63.6581739837,Tier 4,Small Store
12839010,FIESTA #083 LEWISVILLE-010,11,28,0,251,132,7,79066.58,1562,57.71283212,315.0062948,6.22310757,0.525896414,0.027888446,0.08936265,Low Potential,7065.599115237001,Tier 4,Medium Store
16187,BEST FARMS,0,20,0,110,153,13,27991.2965,545,55.53828671,254.4663318,4.954545455,1.390909091,0.118181818,0.089308634,Low Potential,2499.864454303981,Tier 4,Small Store
47451,ABC #96 SUEOKA MARKET,37,8,0,38,23,5,5152.39,84,61.33797619,135.5892105,2.210526316,0.605263158,0.131578947,0.0890141,Low Potential,458.6353586990001,Tier 4,Small Store
45309,FOODLAND #39 FARMS,37,8,0,190,55,5,65168.27,1382,59.89730699,342.9908947,7.273684211,0.289473684,0.026315789,0.08890212,Low Potential,5793.5973597324,Tier 4,Medium Store
13851010,LA MICH SM 12 DAL-010,20,28,0,47,29,4,5438.81,106,51.3095283,115.7193617,2.255319149,0.617021277,0.085106383,0.08867753,Low Potential,482.3002369393001,Tier 4,Small Store
46159,TAMURA'S WAHIAWA,37,8,0,192,93,5,37532.15,725,51.91168741,195.4799479,3.776041667,0.484375,0.026041667,0.088524185,Low Potential,3322.5029900477502,Tier 4,Small Store
13181010,LA VAQUITA MEAT MARKET EXPRESS-010,20,28,0,14,9,4,856.77,17,50.39823529,61.19785714,1.214285714,0.642857143,0.285714286,0.08844,Low Potential,75.7727388,Tier 4,Small Store
11143010,TELOLOAPAN MEAT MARKET #12-010,20,28,0,6,11,4,806.3,15,53.75333333,134.3833333,2.5,1.833333333,0.666666667,0.08685677,Low Potential,70.03261365099999,Tier 4,Small Store
13879010,LA MICH MM 84 HOU-010,20,28,0,9,10,3,695.67,15,46.378,77.29666667,1.666666667,1.111111111,0.333333333,0.08684009,Low Potential,60.4120454103,Tier 4,Small Store
13968010,LA MICH MM 09 DAL-010,20,28,0,7,7,3,396.22,8,49.5275,56.60285714,1.142857143,1.0,0.428571429,0.08656376,Low Potential,34.29829298720001,Tier 4,Small Store
46344,SEQUOIA MARKETPLACE SVTC PROMO,37,2,0,4,7,4,253.73,8,31.71625,63.4325,2.0,1.75,1.0,0.086433455,Low Potential,21.93076053715,Tier 4,Small Store
16298,GENERE FOOD CORP.,0,26,0,38,5,3,23450.7967,511,488.5582646,617.1262289,13.44736842,0.131578947,0.078947368,0.0861639,Low Potential,2020.61210177913,Tier 4,Small Store
11026010,AGUILARS MEAT MKT-010,20,28,0,3,2,1,226.87,4,56.7175,75.62333333,1.333333333,0.666666667,0.333333333,0.08614459,Low Potential,19.5436231333,Tier 4,Small Store
50543,HOLLISTER SUPER,30,2,0,3,1,1,105.6,4,35.2,35.2,1.333333333,0.333333333,0.333333333,0.08604439,Low Potential,9.086287584,Tier 4,Small Store
24021,FRESCO Y MAS #0385,7,6,0,31,133,8,17626.373,378,56.13494586,568.5926774,12.19354839,4.290322581,0.258064516,0.0857844,Low Potential,1512.0678319812,Tier 4,Small Store
25639,NYACK FARMERS MKT INC.,24,20,0,34,42,9,11787.242,287,56.39828708,346.6835882,8.441176471,1.235294118,0.264705882,0.085289545,Low Potential,1005.32850698489,Tier 4,Small Store
50225,FOODLINX #521,30,2,0,1,3,1,524.48,10,174.8266667,524.48,10.0,3.0,1.0,0.085030034,Low Potential,44.59655223232,Tier 4,Small Store
18626,OTIS NAFA,4,10,1,5,10,4,558.93,11,50.81181818,111.786,2.2,2.0,0.8,0.08487408,Low Potential,47.4386695344,Tier 4,Small Store
13790010,LA MICH MM 10 SA-010,20,28,0,7,5,3,431.09,9,47.89888889,61.58428571,1.285714286,0.714285714,0.428571429,0.08470013,Low Potential,36.5133790417,Tier 4,Small Store
14101010,LA MICH SM 27 LAR-010,20,28,0,31,19,4,3959.29,79,55.76464789,127.7190323,2.548387097,0.612903226,0.129032258,0.08458069,Low Potential,334.8794801101,Tier 4,Small Store
45953,CRACCHIOLO'S MARKET INC,37,2,0,3,6,3,323.7,8,40.4625,107.9,2.666666667,2.0,1.0,0.08405669,Low Potential,27.209150553,Tier 4,Small Store
13812010,LA MICH MM 05 SA-010,20,28,0,12,7,3,708.1,14,50.57857143,59.00833333,1.166666667,0.583333333,0.25,0.0838591,Low Potential,59.38062871,Tier 4,Small Store
49321,WINN-DIXIE #0054,33,6,0,39,98,7,6844.8137,150,47.53342847,175.5080436,3.846153846,2.512820513,0.179487179,0.083627716,Low Potential,572.4161361765092,Tier 4,Small Store
50010,PARKLAND SUPER SAVE FOODS,30,31,0,40,63,5,9158.62,222,41.44171946,228.9655,5.55,1.575,0.125,0.083496384,Low Potential,764.7116524300801,Tier 4,Small Store
11130010,AMIGO SPMKT-010,20,28,1,24,13,3,2978.85,79,45.13409091,124.11875,3.291666667,0.541666667,0.125,0.08341667,Low Potential,248.4857474295,Tier 4,Small Store
49634,WINN-DIXIE #0649,33,6,0,21,61,7,3466.4575,84,43.33071875,165.0694048,4.0,2.904761905,0.333333333,0.08340335,Low Potential,289.114168132625,Tier 4,Small Store
34782,LUCKY #763,32,2,0,30,115,9,16252.577,284,102.8644114,541.7525667,9.466666667,3.833333333,0.3,0.08327341,Low Potential,1353.40750807757,Tier 4,Small Store
12019,LANDIS MARKET HARLEYSVILLE,3,24,0,54,64,13,8731.9442,303,28.91372252,161.7026704,5.611111111,1.185185185,0.240740741,0.08326178,Low Potential,727.037216952676,Tier 4,Small Store
14387010,POCO LOCO #18 - LOCKHART-010,20,28,0,44,46,5,5753.17,106,54.27518868,130.7538636,2.409090909,1.045454545,0.113636364,0.08320205,Low Potential,478.6755379985,Tier 4,Small Store
34363,ISLAND CONVENIENCE,29,16,0,1,7,3,172.4853,7,24.64075714,172.4853,7.0,7.0,3.0,0.0825512,Low Potential,14.23886849736,Tier 4,Small Store
50002,FIESTA FOODS OF SUNNYSIDE,30,31,0,104,76,8,20867.33,459,58.78121127,200.6474038,4.413461538,0.730769231,0.076923077,0.082449466,Low Potential,1720.50021534578,Tier 4,Small Store
13932010,LINDEMANN STORE-010,20,28,0,6,9,3,535.98,10,53.598,89.33,1.666666667,1.5,0.5,0.082424134,Low Potential,44.17768734132,Tier 4,Small Store
25955,THE PANTRY AT WHITNEY,24,20,0,12,12,5,1406.2564,30,46.87521333,117.1880333,2.5,1.0,0.416666667,0.08212172,Low Potential,115.484194329008,Tier 4,Small Store
11038010,HARRIS COUNTY MEATS-010,20,28,0,1,15,4,842.84,15,56.18933333,842.84,15.0,15.0,4.0,0.081796736,Low Potential,68.94156097024,Tier 4,Small Store
50107,KENT SUPER SAVER FOODS,30,31,0,44,72,6,11403.4,262,45.07272727,259.1681818,5.954545455,1.636363636,0.136363636,0.0815701,Low Potential,930.17647834,Tier 4,Small Store
19431,MASON BROS. WHOLESALE GROCERS,4,14,1,7,10,1,8530.06,317,275.1632258,1218.58,45.28571429,1.428571429,0.142857143,0.081359394,Low Potential,694.00051238364,Tier 4,Small Store
49445,WINN-DIXIE #0305,33,6,0,47,128,7,13852.2675,313,46.79820101,294.7290957,6.659574468,2.723404255,0.14893617,0.08125206,Low Potential,1125.52527004605,Tier 4,Small Store
50078,OLIVER LEMON'S - SISTERS,30,23,0,29,9,5,2473.28,52,48.49568627,85.28551724,1.793103448,0.310344828,0.172413793,0.081228144,Low Potential,200.89994399232003,Tier 4,Small Store
45233,ONE SPOT HAWAII LLC,37,8,0,4,38,5,1709.31,38,44.98184211,427.3275,9.5,9.5,1.25,0.080754824,Low Potential,138.03502821144,Tier 4,Small Store
16286,PIONEER,0,20,0,90,132,9,46197.5201,930,57.96426612,513.3057789,10.33333333,1.466666667,0.1,0.08059111,Low Potential,3723.109424106311,Tier 4,Small Store
48027,LA PERLA TAPATIA #5,37,2,0,44,35,5,9694.37,140,70.76182482,220.3265909,3.181818182,0.795454545,0.113636364,0.080506,Low Potential,780.45495122,Tier 4,Small Store
15505010,SLOTT'S SUPERMARKET-010,20,28,0,21,24,3,1502.41,30,50.08033333,71.54333333,1.428571429,1.142857143,0.142857143,0.07974138,Low Potential,119.8042467258,Tier 4,Small Store
12794010,FRESHPLUS(NEW)#2-010,20,28,0,14,16,4,2795.08,51,54.8054902,199.6485714,3.642857143,1.142857143,0.285714286,0.07953538,Low Potential,222.3077499304,Tier 4,Small Store
15655010,"VERAS KING O MEATS 2, LLC-010",20,28,0,1,3,1,38.12,3,12.70666667,38.12,3.0,3.0,1.0,0.078934014,Low Potential,3.0089646136799995,Tier 4,Small Store
32060,KMART GUAM,22,33,1,71,22,5,28476.8366,643,157.330589,401.0822056,9.056338028,0.309859155,0.070422535,0.07839882,Low Potential,2232.550386772812,Tier 4,Small Store
25698,"PENNSAUKEN 38 GROUP, I",24,18,0,2,6,3,516.7592,7,73.82274286,258.3796,3.5,3.0,1.5,0.07828531,Low Potential,40.454654167352,Tier 4,Small Store
13666010,LA MEXICANA SUPERMERCADO #5-010,20,28,0,32,16,3,5278.53,115,91.00913793,164.9540625,3.59375,0.5,0.09375,0.07739784,Low Potential,408.5468203752,Tier 4,Small Store
63293,TOPS MARKETS #32 SANBORN,35,20,0,106,112,7,53566.42,1230,46.74207679,505.3435849,11.60377358,1.056603774,0.066037736,0.07690094,Low Potential,4119.3080504348,Tier 4,Medium Store
15846010,SUPERMERCADOS TELOLOAPAN #20-010,20,28,0,23,26,4,2940.62,58,53.46581818,127.8530435,2.52173913,1.130434783,0.173913043,0.07683081,Low Potential,225.9302165022,Tier 4,Small Store
49328,WINN-DIXIE #0084,33,6,0,31,68,7,4966.4166,125,48.21763689,160.2069871,4.032258065,2.193548387,0.225806452,0.07676835,Low Potential,381.26360779461,Tier 4,Small Store
12424010,EL AHORRO #19-010,20,28,0,82,22,3,11149.54,212,52.10065421,135.97,2.585365854,0.268292683,0.036585366,0.07676127,Low Potential,855.8528503158001,Tier 4,Small Store
11405010,BILLY'S FOOD MARKET-010,20,28,0,1,5,1,196.96,5,39.392,196.96,5.0,5.0,1.0,0.076581925,Low Potential,15.083575948,Tier 4,Small Store
24008,FRESCO Y MAS #0243,7,6,0,43,132,10,21671.3405,458,55.85397036,503.9846628,10.65116279,3.069767442,0.23255814,0.0761845,Low Potential,1651.02024032225,Tier 4,Small Store
16413,UNCLE GIUSEPPE'S,0,20,0,136,139,14,51528.9639,998,59.16069334,378.8894404,7.338235294,1.022058824,0.102941176,0.07613166,Low Potential,3922.985559787074,Tier 4,Medium Store
13278010,LA MEXICANA DENISON-010,20,28,0,2,3,1,226.52,5,45.304,113.26,2.5,1.5,0.5,0.076126374,Low Potential,17.24414623848,Tier 4,Small Store
15832010,SURTI-MRC MX MEAT MKT-010,20,28,0,8,9,4,701.82,12,58.485,87.7275,1.5,1.125,0.5,0.07608604,Low Potential,53.3987045928,Tier 4,Small Store
11681010,CPT INTERNATIONAL-010,15,28,0,16,19,3,19447.11,363,474.3197561,1215.444375,22.6875,1.1875,0.1875,0.07608031,Low Potential,1479.5421574041,Tier 4,Small Store
63400,TOPS MARKETS HQ'S #938,35,20,0,4,7,0,456.26,19,50.69555556,114.065,4.75,1.75,0.0,0.0756984,Low Potential,34.538151984,Tier 4,Small Store
50234,FOODLINX #530,30,2,0,5,24,5,4053.25,94,168.8854167,810.65,18.8,4.8,1.0,0.07532149,Low Potential,305.2968293425,Tier 4,Small Store
11719010,CASA GRANDE SUPERMERCADO #3-010,20,28,0,14,13,4,1810.63,34,60.35433333,129.3307143,2.428571429,0.928571429,0.285714286,0.07504076,Low Potential,135.8710512788,Tier 4,Small Store
24024,FRESCO Y MAS #1717,7,6,0,19,107,6,10287.9885,221,56.83971547,541.4730789,11.63157895,5.631578947,0.315789474,0.07481815,Low Potential,769.7282667912749,Tier 4,Small Store
12352010,EL PAISANO MKT(MRSH)-010,20,28,1,6,6,3,453.51,8,56.68875,75.585,1.333333333,1.0,0.5,0.07444448,Low Potential,33.7613161248,Tier 4,Small Store
13907010,LOU'S SUPER MERCADO-010,20,28,0,2,6,3,392.9,7,56.12857143,196.45,3.5,3.0,1.5,0.07429669,Low Potential,29.191169501,Tier 4,Small Store
13746010,LA MICH MM 70 HOU-010,20,28,0,6,4,2,350.34,7,50.04857143,58.39,1.166666667,0.666666667,0.333333333,0.074274026,Low Potential,26.02116226884,Tier 4,Small Store
50018,MCKAY'S MARKET #9,30,23,0,77,81,5,16534.95,367,45.05435967,214.7396104,4.766233766,1.051948052,0.064935065,0.07422092,Low Potential,1227.239201154,Tier 4,Small Store
34316,SEABRA FOODS #40,29,6,0,90,119,5,19375.9346,412,49.05299899,215.2881622,4.577777778,1.322222222,0.055555556,0.07400627,Low Potential,1433.940647509942,Tier 4,Small Store
25531,POWERHOUSE FOOD CORP.,24,20,0,10,36,7,3799.4902,99,65.50845172,379.94902,9.9,3.6,0.7,0.07398273,Low Potential,281.096657604246,Tier 4,Small Store
26119,EXTRA SUPERMARKET,0,18,0,7,10,3,5439.4614,70,388.5329571,777.0659143,10.0,1.428571429,0.428571429,0.073663674,Low Potential,400.6907113051836,Tier 4,Small Store
26540,JUBILEE MARKET,0,20,0,153,212,22,41760.5136,981,42.74361679,272.9445333,6.411764706,1.385620915,0.14379085,0.07338554,Low Potential,3064.617841213344,Tier 4,Small Store
12381010,EL AHORRO #12-010,20,28,0,191,98,5,55645.9,1111,55.6459,291.3397906,5.816753927,0.513089005,0.02617801,0.07316002,Low Potential,4071.0551569180006,Tier 4,Medium Store
12714010,FIESTA MART #28-010,11,28,0,258,125,6,117337.2,2560,51.17191452,454.7953488,9.92248062,0.484496124,0.023255814,0.073141396,Low Potential,8582.2066107312,Tier 4,Large Store
13952010,LA MICH MM 03 SA-010,20,28,0,3,2,2,147.66,3,49.22,49.22,1.0,0.666666667,0.666666667,0.072825745,Low Potential,10.7534495067,Tier 4,Small Store
25843,SPRMX ISLA VERDE,24,25,0,2,1,1,85.2296,2,42.6148,42.6148,1.0,0.5,0.5,0.072795875,Low Potential,6.2043633079000005,Tier 4,Small Store
34398,BILLY'S SUPERMARKET,29,16,0,6,10,4,531.5938,10,53.15938,88.59896667,1.666666667,1.666666667,0.666666667,0.071884744,Low Potential,38.2134842249872,Tier 4,Small Store
11645010,CARNICERIA LOS PASTORES-010,20,28,0,40,21,4,5715.87,88,66.46360465,142.89675,2.2,0.525,0.1,0.07158356,Low Potential,409.1623230972,Tier 4,Small Store
30082,"AQUI MARKET OF CALIFON, LLC",24,18,0,7,26,7,2240.476,52,65.89635294,320.068,7.428571429,3.714285714,1.0,0.071497224,Low Potential,160.187814438624,Tier 4,Small Store
25942,TRADE FAIR #005,24,20,0,19,92,10,9508.5774,196,50.57753936,500.4514421,10.31578947,4.842105263,0.526315789,0.07138425,Low Potential,678.76266626595,Tier 4,Small Store
49429,FRESCO Y MAS #0283,33,6,0,133,162,8,46898.8488,976,50.15919658,352.6229233,7.338345865,1.218045113,0.060150376,0.0712903,Low Potential,3343.43300060664,Tier 4,Small Store
16011010,VARIETY MEATS # 1-010,20,28,0,15,9,4,1218.58,22,55.39,81.23866667,1.466666667,0.6,0.266666667,0.07091557,Low Potential,86.41629529059999,Tier 4,Small Store
15555010,SPEC'S WAREHOUSE-010,20,28,0,2,1,1,73.92,2,36.96,36.96,1.0,0.5,0.5,0.07087821,Low Potential,5.2393172832,Tier 4,Small Store
16837010,LOS ABUELOS MEAT MARKET-010,20,28,0,2,1,1,79.48,2,39.74,39.74,1.0,0.5,0.5,0.07087821,Low Potential,5.6334001308,Tier 4,Small Store
13911010,LA MICH MM 22 DAL-010,20,28,0,20,16,3,1801.07,42,47.39657895,90.0535,2.1,0.8,0.15,0.07075172,Low Potential,127.4288003404,Tier 4,Small Store
13774010,LA MICH MM 53 HOU-010,20,28,0,9,7,3,620.49,12,56.40818182,68.94333333,1.333333333,0.777777778,0.333333333,0.07069705,Low Potential,43.8668125545,Tier 4,Small Store
12717010,FIESTA MART #31-010,11,28,1,207,134,7,64773.92,1417,50.05712519,312.9174879,6.845410628,0.647342995,0.033816425,0.07069689,Low Potential,4579.3146971088,Tier 4,Medium Store
16578,ASSOCIATED FRESH,0,20,0,100,173,12,43636.5303,832,62.51651905,436.365303,8.32,1.73,0.12,0.070541084,Low Potential,3078.1681493608453,Tier 4,Small Store
16587,SAVE A LOT,0,24,0,77,143,10,34823.5922,731,58.03932033,452.2544442,9.493506494,1.857142857,0.12987013,0.0698904,Low Potential,2433.83478829488,Tier 4,Small Store
16665010,MI TIERRA CARNICERIA #2-010,20,28,0,9,6,2,502.7,12,45.7,55.85555556,1.333333333,0.666666667,0.222222222,0.06972006,Low Potential,35.048274162,Tier 4,Small Store
50221,FOODLINX #517,30,2,0,3,8,0,1305.62,55,163.2025,435.2066667,18.33333333,2.666666667,0.0,0.06940543,Low Potential,90.6171175166,Tier 4,Small Store
15652010,SUPER RANCHO-010,20,28,0,12,8,3,743.1,17,43.71176471,61.925,1.416666667,0.666666667,0.25,0.069305405,Low Potential,51.5008464555,Tier 4,Small Store
45223,GOODWIN'S MARKET,37,2,0,2,21,6,818.66,21,38.98380952,409.33,10.5,10.5,3.0,0.06914016,Low Potential,56.6022833856,Tier 4,Small Store
13852010,LA MICH MM 08 AUS-010,20,28,0,16,11,3,1617.58,32,50.549375,101.09875,2.0,0.6875,0.1875,0.06884052,Low Potential,111.3550483416,Tier 4,Small Store
49667,WINN-DIXIE #00710,33,6,0,178,176,8,31434.9807,646,55.63713398,176.6010152,3.629213483,0.988764045,0.04494382,0.06869977,Low Potential,2159.575944044439,Tier 4,Small Store
47896,H MART KAKAAKO,37,8,0,29,24,4,2456.74,70,38.3865625,84.71517241,2.413793103,0.827586207,0.137931034,0.06865896,Low Potential,168.6772133904,Tier 4,Small Store
30685,WEIS #218,36,20,0,46,44,9,4153.4995,128,32.96428175,90.29346739,2.782608696,0.956521739,0.195652174,0.06830449,Low Potential,283.702665062755,Tier 4,Small Store
48189,SEQUOIA MARKETPLACE,37,2,0,21,9,5,1411.04,33,42.75878788,67.19238095,1.571428571,0.428571429,0.238095238,0.06819308,Low Potential,96.2231636032,Tier 4,Small Store
13276010,JD'S SUPERMARKET #6 - 010,20,28,0,26,22,3,5384.28,89,63.34447059,207.0876923,3.423076923,0.846153846,0.115384615,0.068032816,Low Potential,366.30773053248,Tier 4,Small Store
49337,WINN-DIXIE #0104,33,6,0,10,69,7,3843.6882,88,43.678275,384.36882,8.8,6.9,0.7,0.06786799,Low Potential,260.863392320718,Tier 4,Small Store
19356,LIO MEAT CORP,4,10,0,3,6,2,1643.33,36,234.7614286,547.7766667,12.0,2.0,0.666666667,0.06762094,Low Potential,111.1235193302,Tier 4,Small Store
13819010,LA MICH MM 02 VAL-010,20,28,0,2,3,2,124.05,3,41.35,62.025,1.5,1.5,1.0,0.06758092,Low Potential,8.383413126,Tier 4,Small Store
14509010,OCEAN SUPERMARKET-010,20,28,0,2,3,2,129.48,3,43.16,64.74,1.5,1.5,1.0,0.06758092,Low Potential,8.750377521599999,Tier 4,Small Store
14308010,POCO LOCO #3-010,20,28,0,61,33,4,6433.55,127,50.65787402,105.4680328,2.081967213,0.540983607,0.06557377,0.06751807,Low Potential,434.3808792485,Tier 4,Small Store
13828010,LA MICH MM 24 DAL-010,20,28,0,13,16,4,1683.25,34,60.11607143,129.4807692,2.615384615,1.230769231,0.307692308,0.06750901,Low Potential,113.6345410825,Tier 4,Small Store
13821010,LA MICH MM 15 HOU-010,20,28,0,12,7,3,1070.17,25,44.59041667,89.18083333,2.083333333,0.583333333,0.25,0.067439884,Low Potential,72.17214066028001,Tier 4,Small Store
