store_nbr,store_name,chain_name,store_state,target,total_orders,total_items,total_brands,total_sales,total_qty,avg_invoice_value,sales_per_order,qty_per_order,items_per_order,brands_per_order,adoption_probability,segment,potential_revenue
11590,STOP AND SHOP #2611,3,3,0,12,5,1,433.1119,13,33.3163,36.09265833,1.083333333,0.416666667,0.083333333,0.002952915,Low Potential,1.2789425906046992
47829,ISLAND GROCERY DEPOT - KAHULUI,37,8,0,17,18,1,8332.57,39,362.2856522,490.1511765,2.294117647,1.058823529,0.058823529,0.0029524402,Low Potential,24.60141443865839
49414,WINN-DIXIE #0254,33,6,0,160,237,13,88362.0747,1897,52.2852513,552.2629669,11.85625,1.48125,0.08125,0.0029419677,Low Potential,259.958368491714
11218,STOP AND SHOP #22,3,10,0,4,3,1,285.6024,8,35.7003,71.4006,2.0,0.75,0.25,0.0029395851,Low Potential,0.8395525683213025
62620,KEY FOOD #564,21,20,0,290,224,15,132733.73,2378,73.53669252,457.7025172,8.2,0.772413793,0.051724138,0.0029324773,Low Potential,389.23864708622455
46346,SAV-MOR FDS #14 PROMO,37,2,0,19,18,2,17794.87,56,635.5310714,936.5721053,2.947368421,0.947368421,0.105263158,0.0029303269,Low Potential,52.144785405709406
52527,PRESIDENTE # 3,1,6,0,58,24,4,14005.3756,126,152.2323435,241.4719931,2.172413793,0.413793103,0.068965517,0.002930203,Low Potential,41.03859341780785
34756,LUCKY #721,32,2,0,229,274,12,92077.4315,1699,56.73285983,402.0848537,7.419213974,1.19650655,0.052401747,0.0029281862,Low Potential,269.61986498725975
45323,ABC #12 STORE,37,8,0,7,1,1,436.47,7,62.35285714,62.35285714,1.0,0.142857143,0.142857143,0.0029259082,Low Potential,1.2770711489953102
62741,KEY FOOD MARKETPLACE#1512,21,20,0,210,226,13,69852.32,1317,57.4916214,332.6300952,6.271428571,1.076190476,0.061904762,0.002923672,Low Potential,204.2252782304585
62978,KEY FOOD #1900,21,20,0,203,258,14,84427.65,1649,54.96591797,415.8997537,8.123152709,1.270935961,0.068965517,0.0029202173,Low Potential,246.54708804578985
11204,STOP AND SHOP #5,3,10,0,6,3,1,285.6024,8,35.7003,47.6004,1.333333333,0.5,0.166666667,0.002915804,Low Potential,0.832760632196255
11287,STOP AND SHOP #459,3,10,0,6,3,1,285.6024,8,35.7003,47.6004,1.333333333,0.5,0.166666667,0.002915804,Low Potential,0.832760632196255
62590,FOOD DYNASTY #2390,21,20,0,169,224,12,81102.01,1561,56.51708014,479.8935503,9.236686391,1.325443787,0.071005917,0.0029154394,Low Potential,236.44799770581767
34687,FOOD MAXX #471,32,2,0,302,231,10,133033.5093,2377,62.63347895,440.5083089,7.870860927,0.764900662,0.033112583,0.0029075546,Low Potential,386.80219444889195
25968,ISLAND PANTRY INC,24,20,0,1,1,0,105.12,1,105.12,105.12,1.0,1.0,0.0,0.0029042359,Low Potential,0.30529327265918255
49706,WINN-DIXIE #1412,33,9,0,121,227,11,88347.2234,1824,54.36752209,730.1423421,15.07438017,1.876033058,0.090909091,0.0029030198,Low Potential,256.473736735055
34657,FOOD MAXX #405,32,2,0,339,241,10,131564.5833,2268,63.99055608,388.0961159,6.690265487,0.710914454,0.029498525,0.0029013818,Low Potential,381.71908922018997
10790,BG'S VALUE MARKET OF JONESTOWN,3,24,0,1,1,1,31.782,1,31.782,31.782,1.0,1.0,1.0,0.0029001364,Low Potential,0.09217213512444869
16694010,LA MORELIANA-BGA-010,20,28,0,1,1,1,62.05,1,62.05,62.05,1.0,1.0,1.0,0.002895265,Low Potential,0.1796511861961335
60810,#223 WARWICK,31,20,0,353,322,14,132337.33,3189,47.09513523,374.8932861,9.033994334,0.912181303,0.039660057,0.0028941114,Low Potential,382.9989811302209
16525,SUPER FOODS,0,18,0,34,66,5,9235.8216,164,66.92624348,271.6418118,4.823529412,1.941176471,0.147058824,0.002886361,Low Potential,26.65791505534239
26127,G & L MEAT CORP,0,20,0,1,2,1,97.7449,2,48.87245,97.7449,2.0,2.0,1.0,0.002876679,Low Potential,0.28118069604174234
49428,WINN-DIXIE #0280,33,6,0,165,264,14,88900.1525,2017,49.63715941,538.788803,12.22424242,1.6,0.084848485,0.0028755933,Low Potential,255.64067917021399
49645,HARVEY'S #1715,33,6,0,472,257,13,95098.8795,1892,61.55267282,201.4806769,4.008474576,0.544491525,0.027542373,0.0028531312,Low Potential,271.3295758644462
11616,STOP AND SHOP #88,3,10,0,27,7,3,2170.2372,59,49.32357273,80.37915556,2.185185185,0.259259259,0.111111111,0.0028473157,Low Potential,6.179350546831638
62581,NEW ROCHELLE FARMS #2402,21,20,0,74,118,10,32849.03,598,59.29427798,443.9058108,8.081081081,1.594594595,0.135135135,0.0028453858,Low Potential,93.46816384610021
62949,KEY FOOD MKT PLACE #1796,21,20,0,230,206,23,106838.08,2293,68.04973248,464.5133913,9.969565217,0.895652174,0.1,0.0028406652,Low Potential,303.49121258527043
26101,PIONEER (PICK UP),0,6,0,4,2,1,104466.4535,2159,26116.61338,26116.61338,539.75,0.5,0.25,0.002838512,Low Potential,296.5292767663035
62908,KEY FOOD #2571,21,20,0,200,211,9,104613.32,2100,55.82354322,523.0666,10.5,1.055,0.045,0.0028353985,Low Potential,296.62045478217306
62483,GALA FOODS #2234,21,20,0,124,218,10,93832.94,1873,61.4492076,756.7172581,15.10483871,1.758064516,0.080645161,0.0028346786,Low Potential,265.986229578238
11594,STOP AND SHOP #2616,3,3,0,12,3,1,466.4282,14,33.3163,38.86901667,1.166666667,0.25,0.083333333,0.0028325473,Low Potential,1.3211799366128631
11401,STOP AND SHOP #621,3,3,0,12,4,1,466.4282,14,33.3163,38.86901667,1.166666667,0.333333333,0.083333333,0.0028325473,Low Potential,1.3211799366128631
11384,STOP AND SHOP #600,3,3,0,13,4,1,533.0608,16,33.3163,41.00467692,1.230769231,0.307692308,0.076923077,0.0028325473,Low Potential,1.5099199275575577
11426,STOP AND SHOP #652,3,3,0,12,4,1,466.4282,14,33.3163,38.86901667,1.166666667,0.333333333,0.083333333,0.0028325473,Low Potential,1.3211799366128631
11404,STOP AND SHOP #624,3,3,0,12,4,1,466.4282,14,33.3163,38.86901667,1.166666667,0.333333333,0.083333333,0.0028325473,Low Potential,1.3211799366128631
52594,CHASE DISTRIBUTORS LTD,1,6,0,13,62,6,14972.5317,566,63.44293093,1151.733208,43.53846154,4.769230769,0.461538462,0.002820458,Low Potential,42.22939726760785
62424,COLUMBUS FOODMARKET #2134,21,20,0,110,147,6,61409.93,1188,52.75767182,558.2720909,10.8,1.336363636,0.054545455,0.0028171437,Low Potential,173.00059656430966
30785,WEIS #238,36,32,0,426,223,21,106979.8967,2446,46.51299857,251.1265181,5.741784038,0.523474178,0.049295775,0.0028080654,Low Potential,300.4065449734424
62696,FARM COUNTRY #2559,21,20,0,125,230,14,70777.36,1437,52.58347697,566.21888,11.496,1.84,0.112,0.0028064915,Low Potential,198.6360557882674
45104,MATSUYAMA FOOD AND FUEL,37,8,0,1,1,1,60.13,1,60.13,60.13,1.0,1.0,1.0,0.002800722,Low Potential,0.16840740832732992
62612,KEY FOOD #434,21,20,0,231,222,16,98063.34,1733,62.02614801,424.5166234,7.502164502,0.961038961,0.069264069,0.0027983696,Low Potential,274.41747149127536
34684,FOOD MAXX #467,32,2,0,381,236,10,139296.7864,2282,65.12238728,365.6083633,5.989501312,0.619422572,0.026246719,0.002796574,Low Potential,389.5537753186565
34695,FOOD MAXX #481,32,2,0,384,243,10,161753.9881,3049,61.57365364,421.234344,7.940104167,0.6328125,0.026041667,0.0027957628,Low Potential,452.22579046344634
16288,FOOD UNIVERSE,0,20,0,17,119,11,8108.0921,172,49.43958598,476.9465941,10.11764706,7.0,0.647058824,0.0027942874,Low Potential,22.656339595665525
11424,STOP AND SHOP #650,3,3,0,15,5,1,633.0097,19,33.3163,42.20064667,1.266666667,0.333333333,0.066666667,0.0027942038,Low Potential,1.7687581181143874
34763,LUCKY CALIFORNIA #732,32,2,0,190,260,12,85219.361,1644,53.80010164,448.5229526,8.652631579,1.368421053,0.063157895,0.002774928,Low Potential,236.47759080730032
52999,BEST BUY #9347,1,6,0,1,9,1,305.2233,9,33.9137,305.2233,9.0,9.0,1.0,0.0027740293,Low Potential,0.846698368597892
45700,ABC #45 STORE,37,8,0,8,1,1,496.91,8,62.11375,62.11375,1.0,0.125,0.125,0.002770046,Low Potential,1.3764635603572242
47708,ABC STORE # 98,37,8,0,8,1,1,497.07,8,62.13375,62.13375,1.0,0.125,0.125,0.002770046,Low Potential,1.3769067677180282
62423,KEY FOOD #2144,21,20,0,273,279,12,148871.28,2914,61.74669432,545.316044,10.67399267,1.021978022,0.043956044,0.00276875,Low Potential,412.18736687080934
21896,#6006 GFS HARRISBURG,9,24,0,11,2,1,434.272,12,36.18933333,39.47927273,1.090909091,0.181818182,0.090909091,0.0027583712,Low Potential,1.1978833682388068
21267,#6525 GIANT-MARTINS,9,24,0,11,2,1,434.292,12,36.191,39.48109091,1.090909091,0.181818182,0.090909091,0.0027583712,Low Potential,1.197938535662368
21937,#6262 GFS DANVILLE,9,24,0,11,2,1,434.292,12,36.191,39.48109091,1.090909091,0.181818182,0.090909091,0.0027583712,Low Potential,1.197938535662368
21830,#6055 GFS BURNHAM,9,24,0,11,2,1,398.0935,11,36.19031818,36.19031818,1.0,0.181818182,0.090909091,0.0027583712,Low Potential,1.0980896365733352
14727010,PANCHO'S MEAT MKT #3-010,20,28,0,1,1,1,62.01,1,62.01,62.01,1.0,1.0,1.0,0.0027581665,Low Potential,0.17103390590054915
62793,KEY FOOD #1044,21,20,0,210,244,12,86309.43,1688,53.1789464,410.9972857,8.038095238,1.161904762,0.057142857,0.002753644,Low Potential,237.66544557356505
21559,FC PITTSBURGH #764 PROMO,23,2,0,15,15,1,15500.4897,109,775.024485,1033.36598,7.266666667,1.0,0.066666667,0.0027486086,Low Potential,42.60477912579775
11396,STOP AND SHOP #615,3,3,0,19,6,1,832.9075,25,33.3163,43.83723684,1.315789474,0.315789474,0.052631579,0.0027467913,Low Potential,2.2878231130173665
11261,STOP AND SHOP #402,3,10,0,6,3,1,292.9338,8,36.616725,48.8223,1.333333333,0.5,0.166666667,0.0027419913,Low Potential,0.803221933843894
34638,SAVE MART #91,32,2,0,206,262,12,72386.4651,1337,59.52834301,351.3906073,6.490291262,1.27184466,0.058252427,0.0027361913,Low Potential,198.0632135314786
49858,WINN-DIXIE #2626,33,15,0,100,234,11,76358.2367,1566,51.83858568,763.582367,15.66,2.34,0.11,0.002728817,Low Potential,208.36765845460025
60720,#45 DELAWARE AVENUE M32,31,20,0,173,302,14,178331.6,3984,50.61924496,1030.818497,23.02890173,1.74566474,0.080924855,0.0027195858,Low Potential,484.98808415867387
62800,FRESH N SAVE MARKET #1450,21,20,0,222,297,18,87324.75,1815,55.58545512,393.3547297,8.175675676,1.337837838,0.081081081,0.0027155704,Low Potential,237.1365051084431
62520,EXTRA JUMBO MKTPLACE#2358,21,20,0,105,158,8,71757.53,1451,54.60999239,683.4050476,13.81904762,1.504761905,0.076190476,0.0027047729,Low Potential,194.08782003210624
60797,#208 KEENE,31,17,0,258,309,14,117014.03,2718,49.04192372,453.5427519,10.53488372,1.197674419,0.054263566,0.0027032103,Low Potential,316.31353569822386
45367,ABC #73 STORE,37,8,0,14,6,2,1575.67,24,71.62136364,112.5478571,1.714285714,0.428571429,0.142857143,0.002701572,Low Potential,4.256785810973961
52581,FOSTER CAMANA BAY,1,6,0,13,3,1,1722.3366,32,123.0240429,132.4874308,2.461538462,0.230769231,0.076923077,0.002694979,Low Potential,4.641661100904504
62209,SAVE A LOT ORANGE #2673,21,18,0,24,80,6,14078.84,273,57.70016393,586.6183333,11.375,3.333333333,0.25,0.002689214,Low Potential,37.86101303534582
25855,SPRMX BAYAMON,24,25,0,1,1,1,60.7007,1,60.7007,60.7007,1.0,1.0,1.0,0.0026844954,Low Potential,0.1629507506438531
30151,SPRMX - AMIGO,24,25,0,1,1,1,60.7007,1,60.7007,60.7007,1.0,1.0,1.0,0.0026844954,Low Potential,0.1629507506438531
52669,MARKET PLACE,1,6,0,2,6,3,248.829,10,41.4715,124.4145,5.0,3.0,1.5,0.0026828235,Low Potential,0.6675642774745356
52784,COMERCIAL RAMIREZ S DE RL,1,6,0,1,13,5,2380.2593,79,140.0152529,2380.2593,79.0,13.0,5.0,0.0026709007,Low Potential,6.357436143341078
49385,WINN-DIXIE #0199,33,6,0,654,364,13,132893.4337,2587,60.43357603,203.200969,3.955657492,0.556574924,0.019877676,0.002663532,Low Potential,353.96591845268546
45354,ABC #59 STORE,37,8,0,14,3,1,626.72,17,36.86588235,44.76571429,1.214285714,0.214285714,0.071428571,0.002654093,Low Potential,1.6633732181414962
52745,HADCO LIMITED,1,6,0,2,5,2,736.9392,16,105.2770286,368.4696,8.0,2.5,1.0,0.0026533105,Low Potential,1.9553285474829376
62002,SUPER FRESH  #2456,21,18,0,58,196,11,31151.22,577,58.00972067,537.09,9.948275862,3.379310345,0.189655172,0.0026481382,Low Potential,82.49273591761943
34758,LUCKY CALIFORNIA #723,32,2,0,188,233,11,83563.8765,1685,52.78829848,444.4887048,8.962765957,1.239361702,0.058510638,0.0026429712,Low Potential,220.85692151282856
78251,STOP & SHOP #79 S.M.,34,10,0,7,1,1,253.3195,7,36.1885,36.1885,1.0,0.142857143,0.142857143,0.0026396122,Low Potential,0.6686652383850887
52695,1ST CHOICE FOODS LTD,1,6,0,3,17,0,3334.1839,148,95.26239714,1111.394633,49.33333333,5.666666667,0.0,0.0026377474,Low Potential,8.794735054548854
11293,STOP AND SHOP #471,3,10,0,8,4,1,326.2003,9,36.24447778,40.7750375,1.125,0.5,0.125,0.0026357498,Low Potential,0.8597823609452928
11296,STOP AND SHOP #474,3,10,0,8,4,1,323.7565,9,35.97294444,40.4695625,1.125,0.5,0.125,0.0026357498,Low Potential,0.8533411156929797
11300,STOP AND SHOP #481,3,10,0,8,4,1,321.3127,9,35.70141111,40.1640875,1.125,0.5,0.125,0.0026357498,Low Potential,0.8468998704406666
34811,FOOD MAX #422,32,2,0,236,231,10,103440.7186,1772,65.67664673,438.3081297,7.508474576,0.978813559,0.042372881,0.0026292633,Low Potential,271.9728878844436
34704,FOOD MAXX #490,32,2,0,298,242,10,129087.3906,2228,65.22859555,433.1791631,7.476510067,0.812080537,0.033557047,0.002628308,Low Potential,339.28142430398805
11231,STOP AND SHOP #49,3,10,0,10,5,2,409.0722,10,40.90722,40.90722,1.0,0.5,0.2,0.0026246633,Low Potential,1.0736767869127448
60726,#114 MIDDLETOWN,31,20,0,243,314,14,121749.51,2787,51.67636248,501.0267901,11.4691358,1.29218107,0.057613169,0.0026237485,Low Potential,319.4400942260725
49366,WINN-DIXIE #0171,33,6,0,471,204,9,102104.2035,2136,57.88220153,216.7817484,4.535031847,0.433121019,0.01910828,0.0026197857,Low Potential,267.49113452072
60782,#192 ESSEX,31,30,0,300,307,14,238987.64,5670,48.13446928,796.6254667,18.9,1.023333333,0.046666667,0.0026128588,Low Potential,624.440952975424
62026,MARKET FRESH SPMKT #2498,21,20,0,79,192,10,48898.76,928,57.3929108,618.9716456,11.74683544,2.430379747,0.126582278,0.0026126998,Low Potential,127.75777824912221
62027,SUPER FRESH #2500,21,20,0,134,256,14,69341.45,1361,59.21558497,517.4735075,10.15671642,1.910447761,0.104477612,0.0025992412,Low Potential,180.2351545405574
16334,BRONX FRESH FOOD CORP,0,20,0,32,136,6,16689.3615,344,50.1182027,521.5425469,10.75,4.25,0.1875,0.002591179,Low Potential,43.24512279708485
49514,WINN-DIXIE #0437,33,0,0,90,200,11,66097.3932,1369,58.03107392,734.41548,15.21111111,2.222222222,0.122222222,0.0025835691,Low Potential,170.76718587145538
49462,WINN-DIXIE #0333,33,6,0,123,214,12,80670.3732,1702,54.54386288,655.8566927,13.83739837,1.739837398,0.097560976,0.0025802255,Low Potential,208.1477514180422
49485,WINN-DIXIE #0381,33,6,0,169,242,10,231155.1892,4575,60.27514712,1367.782185,27.07100592,1.431952663,0.059171598,0.0025753214,Low Potential,595.2988952587482
52898,EXOTIC DELIGHTS LTD,1,33,0,1,11,2,970.8392,26,80.90326667,970.8392,26.0,11.0,2.0,0.002572002,Low Potential,2.49700025665313
21550,FC RICHMOND #352 PROMO,23,2,0,27,14,1,29134.5067,125,939.8227968,1079.055804,4.62962963,0.518518519,0.037037037,0.0025693914,Low Potential,74.85795073013949
30530,WEIS #36,36,24,0,32,12,2,1522.3144,41,37.12961951,47.572325,1.28125,0.375,0.0625,0.0025682698,Low Potential,3.9097141711143775
52715,BEST BUY#9378,1,6,0,18,39,5,4605.6862,90,51.17429111,255.8714556,5.0,2.166666667,0.277777778,0.0025667874,Low Potential,11.82181737215761
34737,SAVE MART #651,32,2,0,218,269,12,93206.1099,1687,61.93097003,427.5509628,7.73853211,1.233944954,0.055045872,0.0025650677,Low Potential,239.0799844747716
62796,KEY FOOD #1440,21,20,0,224,221,11,95796.63,1848,55.21419597,427.6635268,8.25,0.986607143,0.049107143,0.002562869,Low Potential,245.51422361530598
49588,WINN-DIXIE #0558,33,6,0,81,216,10,75383.7726,1608,55.30724329,930.6638593,19.85185185,2.666666667,0.12345679,0.0025625813,Low Potential,193.17704814985342
52979,BOBBY'S MARKET PLACE,1,6,0,1,6,3,726.9178,18,103.8454,726.9178,18.0,6.0,3.0,0.0025563827,Low Potential,1.8582800725763664
62933,KEY FOOD #1786,21,20,0,194,217,11,108840.4,1935,79.67818448,561.0329897,9.974226804,1.118556701,0.056701031,0.002555906,Low Potential,278.185839469824
21563,FC #534 OAKLAND-PROMO,23,2,0,34,19,1,55342.9785,147,1129.448541,1627.734662,4.323529412,0.558823529,0.029411765,0.002555421,Low Potential,141.42461432559065
26263,GOURMET GLATT,0,18,0,59,56,5,349361.5241,4574,3839.137627,5921.381764,77.52542373,0.949152542,0.084745763,0.002554031,Low Potential,892.2801938337432
30638,WEIS #176,36,24,0,28,11,2,1207.7541,32,37.74231563,43.134075,1.142857143,0.392857143,0.071428571,0.0025524658,Low Potential,3.082750997052924
49306,WINN-DIXIE #0008,33,6,0,464,302,13,101186.9087,1977,62.92718203,218.0752343,4.260775862,0.650862069,0.028017241,0.0025501554,Low Potential,258.04234062420574
52714,BEST BUY#9353,1,6,0,23,12,2,1959.7567,50,39.195134,85.20681304,2.173913043,0.52173913,0.086956522,0.0025460483,Low Potential,4.98963513115882
16556,SAVE A LOT,0,20,0,1,3,1,2280.6168,42,760.2056,2280.6168,42.0,3.0,1.0,0.0025438573,Low Potential,5.801563743402063
60791,#202 WESTFALL,31,24,0,244,321,14,211199.95,4922,50.68393329,865.5735656,20.17213115,1.31557377,0.057377049,0.0025426417,Low Potential,537.0058025167906
48724,LAKE MARY #2566,33,6,0,365,188,14,81886.9619,1805,51.40424476,224.3478408,4.945205479,0.515068493,0.038356164,0.002539479,Low Potential,207.9502152784495
52613,DELVI INC,1,6,0,3,20,2,19628.8504,349,701.0303714,6542.950133,116.3333333,6.666666667,0.666666667,0.0025318158,Low Potential,49.696633302077274
18534,TRUCCHIS WAREHOUSE,4,10,0,6,7,0,11484.05,85,1435.50625,1914.008333,14.16666667,1.166666667,0.0,0.0025232981,Low Potential,28.97768203312298
34757,LUCKY CALIFORNIA #722,32,2,0,221,263,12,88207.9347,1797,50.43335317,399.1309262,8.131221719,1.190045249,0.054298643,0.0025202923,Low Potential,222.30977852348775
11416,STOP AND SHOP #639,3,3,0,14,4,1,466.4282,14,33.3163,33.3163,1.0,0.285714286,0.071428571,0.0025119546,Low Potential,1.1716464781939517
60711,#30 OGDENSBURG,31,20,0,412,323,14,192623.95,4395,51.55887313,467.5338592,10.66747573,0.783980583,0.033980583,0.00250822,Low Potential,483.1432496467256
34661,FOOD MAXX #410,32,2,0,442,247,10,192744.5768,3441,64.14129012,436.0737032,7.785067873,0.558823529,0.022624434,0.0025063667,Low Potential,483.0885885253778
52954,BEST BUY#9347,1,6,0,2,15,3,509.2954,15,33.95302667,254.6477,7.5,7.5,1.5,0.0025036251,Low Potential,1.2750847555359826
21254,GIANT STORE #6526,9,24,0,16,2,1,615.2345,17,36.19026471,38.45215625,1.0625,0.125,0.0625,0.0024977555,Low Potential,1.5367053295348305
34751,LUCKY CALIFORNIA #714,32,2,0,224,269,12,80854.3237,1466,59.49545526,360.9568022,6.544642857,1.200892857,0.053571429,0.0024967326,Low Potential,201.87162839568325
21191,#6570 GIANT MARTINS,9,24,0,73,2,1,3112.321,86,36.18977907,42.63453425,1.178082192,0.02739726,0.01369863,0.002492385,Low Potential,7.757102129178121
21821,#6046 GFS BENSALEM,9,24,0,17,2,1,687.6015,19,36.18955263,40.44714706,1.117647059,0.117647059,0.058823529,0.0024921505,Low Potential,1.7136064389621606
63296,TOPS MARKETS # 531,35,20,0,215,325,12,230924.16,5496,46.39826401,1074.06586,25.5627907,1.511627907,0.055813953,0.0024874583,Low Potential,574.4142158460617
63402,TOPS MARKETS # 533,35,20,0,209,283,11,210567.67,4844,46.33971611,1007.500813,23.17703349,1.354066986,0.052631579,0.0024874583,Low Potential,523.7782960673422
52583,FOSTERS COUNTRYSIDE,1,6,0,19,1,1,2397.5416,42,126.1864,126.1864,2.210526316,0.052631579,0.052631579,0.0024855577,Low Potential,5.959227966070734
62902,KEY FOOD #1734,21,20,0,90,172,10,65223.57,1263,52.13714628,724.7063333,14.03333333,1.911111111,0.111111111,0.0024771965,Low Potential,161.57160003121476
21884,#6117 GFS LEOLA,9,24,0,13,2,1,470.4805,13,36.19080769,36.19080769,1.0,0.153846154,0.076923077,0.002467801,Low Potential,1.1610522935079644
21919,#6316 GFS DICKSON CITY,9,24,0,14,2,1,542.8375,15,36.18916667,38.77410714,1.071428571,0.142857143,0.071428571,0.002467801,Low Potential,1.3396149774052901
21969,GIANT FOOD STORE #6473,9,24,0,13,2,1,470.4705,13,36.19003846,36.19003846,1.0,0.153846154,0.076923077,0.002467801,Low Potential,1.1610276154970052
21959,GIANT FOOD STORE #6290,9,24,0,13,2,1,506.669,14,36.19064286,38.97453846,1.076923077,0.153846154,0.076923077,0.002467801,Low Potential,1.2503583134675864
21843,GIANT FOOD STORE #6292,9,24,0,13,2,1,470.4705,13,36.19003846,36.19003846,1.0,0.153846154,0.076923077,0.002467801,Low Potential,1.1610276154970052
21296,#6567 GIANT MARTINS,9,24,0,13,2,1,470.4705,13,36.19003846,36.19003846,1.0,0.153846154,0.076923077,0.002467801,Low Potential,1.1610276154970052
21810,#6325 MARTIN'S DUBOIS,9,24,0,13,2,1,470.4605,13,36.18926923,36.18926923,1.0,0.153846154,0.076923077,0.002467801,Low Potential,1.161002937486046
34669,FOOD MAXX #447,32,2,0,278,236,10,115570.7501,2130,60.13046311,415.7221227,7.661870504,0.848920863,0.035971223,0.0024650183,Low Potential,284.8840144110069
21962,MARTINS FOOD MKT #6285,9,29,0,13,2,1,470.4605,13,36.18926923,36.18926923,1.0,0.153846154,0.076923077,0.0024614143,Low Potential,1.1579982110036071
21965,MARTINS FOOD MKT #6295,9,29,0,12,2,1,470.4605,13,39.20504167,39.20504167,1.083333333,0.166666667,0.083333333,0.0024614143,Low Potential,1.1579982110036071
62583,FOOD UNIVERSE  #2408,21,18,0,199,198,9,144030.97,2604,79.18140187,723.7737186,13.08542714,0.994974874,0.045226131,0.002452873,Low Potential,353.2896668717102
11077010,AGUILAR MEAT MARKET - 010,20,28,0,3,3,1,683.42,5,136.684,227.8066667,1.666666667,1.0,0.333333333,0.0024444854,Low Potential,1.6706102361669763
60723,#102 WATERTOWN,31,20,0,409,296,14,193638.61,4346,51.43123772,473.4440342,10.62591687,0.723716381,0.034229829,0.0024439145,Low Potential,473.23621342404044
62794,KEY FOOD #1436,21,20,0,197,231,9,104826.28,2109,55.05581933,532.1130964,10.70558376,1.172588832,0.045685279,0.0024312935,Low Potential,254.86345149746165
12789010,G.E.FOODLAND #3-010,13,28,0,7,8,3,988.43,9,123.55375,141.2042857,1.285714286,1.142857143,0.428571429,0.0024299568,Low Potential,2.401842202886473
62016,FOOD UNIVERSE  #2484,21,20,0,169,207,11,100516.49,2053,52.18924714,594.7721302,12.14792899,1.224852071,0.065088757,0.0024288474,Low Potential,244.13921188372188
34676,FOOD MAXX #456,32,2,0,441,235,10,187438.2715,3119,64.45607686,425.0300941,7.072562358,0.532879819,0.022675737,0.0024267016,Low Potential,454.8567529509277
62024,FOOD WORLD #2502,21,20,0,104,241,10,61249.82,1215,55.27962094,588.9405769,11.68269231,2.317307692,0.096153846,0.0024249894,Low Potential,148.53016188251786
60823,#236 MARSHALL'S CREEK,31,24,0,252,308,14,199175.02,4480,52.07190065,790.3770635,17.77777778,1.222222222,0.055555556,0.0024248196,Low Potential,482.9634978588251
62610,KEY FOOD #2620,21,20,0,196,244,13,109474.81,1838,75.13713795,558.544949,9.37755102,1.244897959,0.066326531,0.0024243041,Low Potential,265.40023518881526
34625,SAVE MART #67,32,2,0,202,274,12,85492.2567,1563,60.07888735,423.2289936,7.737623762,1.356435644,0.059405941,0.0024216073,Low Potential,207.02866978800176
48725,MELBOURNE (TAB R) #2568,33,6,0,200,312,13,77435.4753,1690,51.86569009,387.1773765,8.45,1.56,0.065,0.0024192827,Low Potential,187.338304384314
60729,#123 BARRE,31,30,0,405,321,14,298063.05,6886,48.44190639,735.9581481,17.00246914,0.792592593,0.034567901,0.002413898,Low Potential,719.4938026367803
11539,STOP AND SHOP #2404,3,10,0,3,3,1,214.2018,6,35.7003,71.4006,2.0,1.0,0.333333333,0.0024123164,Low Potential,0.5167225127751007
11262,STOP AND SHOP #404,3,10,0,3,3,1,219.0894,6,36.5149,73.0298,2.0,1.0,0.333333333,0.0024123164,Low Potential,0.5285129503598437
60766,#173 WYOMING,31,24,0,244,287,13,163275.61,3636,53.42788285,669.1623361,14.90163934,1.176229508,0.053278689,0.0024112838,Low Potential,393.7038309569121
34773,LUCKY CALIFORNIA #747,32,2,0,263,262,12,93368.3972,1932,51.30131714,355.0129171,7.346007605,0.996197719,0.045627376,0.002411059,Low Potential,225.11672408618594
34654,SAVE MART #386,32,2,0,259,253,12,93024.9049,1909,51.16881458,359.169517,7.370656371,0.976833977,0.046332046,0.002411059,Low Potential,224.28854384914925
62616,KEY FOOD #1462,21,20,0,138,223,11,70343.45,1258,59.81585884,509.7351449,9.115942029,1.615942029,0.079710145,0.0024097576,Low Potential,169.51066188362893
11260,STOP AND SHOP #98,3,10,0,4,3,1,145.245,4,36.31125,36.31125,1.0,0.75,0.25,0.0024090642,Low Potential,0.3499045313196257
11618,STOP AND SHOP #696,3,3,0,4,4,1,166.5815,5,33.3163,41.645375,1.25,1.0,0.25,0.0024073597,Low Potential,0.40102158283733297
11588,STOP AND SHOP #2607,3,3,0,4,4,1,166.5815,5,33.3163,41.645375,1.25,1.0,0.25,0.0024073597,Low Potential,0.40102158283733297
47210,HOLIDAY MKT #62-PROMO,37,2,0,11,9,2,2148.67,15,165.2823077,195.3336364,1.363636364,0.818181818,0.181818182,0.0024068318,Low Potential,5.171487349756062
62763,KEY FOOD #1368,21,20,0,162,187,11,86087.63,1656,57.81573539,531.4051235,10.22222222,1.154320988,0.067901235,0.0024065136,Low Potential,207.17104819000468
49305,WINN-DIXIE #0005,33,6,0,530,252,14,90900.6142,1977,49.80855573,171.5105928,3.730188679,0.475471698,0.026415094,0.0024051631,Low Potential,218.6308060878835
49378,WINN-DIXIE #0190,33,6,0,619,328,14,107731.8822,2253,50.45989799,174.0418129,3.639741519,0.529886914,0.022617124,0.0023975153,Low Potential,258.2888407595339
49465,WINN-DIXIE #0345,33,6,0,164,243,14,103586.2424,2172,54.95291374,631.6234293,13.24390244,1.481707317,0.085365854,0.002396789,Low Potential,248.2743574020248
