store_nbr,store_name,chain_name,store_state,target,total_orders,total_items,total_brands,total_sales,total_qty,avg_invoice_value,sales_per_order,qty_per_order,items_per_order,brands_per_order,adoption_probability,segment,potential_revenue
30660,WEIS #192,36,24,0,96,71,13,8580.8375,261,33.00322115,89.38372396,2.71875,0.739583333,0.135416667,0.020090736,Low Potential,172.39534472217784
45681,LONGS KAPAA #9952,37,8,0,61,23,4,2916.92,107,29.1692,47.81836066,1.754098361,0.37704918,0.06557377,0.02008476,Low Potential,58.5856358654052
45366,ABC #72 STORE,37,8,0,15,7,4,975.45,21,46.45,65.03,1.4,0.466666667,0.266666667,0.019990126,Low Potential,19.499368085805326
12718010,FIESTA MART #32-010,11,28,0,205,130,7,92769.77,1977,55.25298987,452.5354634,9.643902439,0.634146341,0.034146341,0.01998611,Low Potential,1854.1068100910077
12611010,FIESTA MART #6-010,11,28,0,205,131,7,98892.63,2131,50.25032012,482.4030732,10.39512195,0.63902439,0.034146341,0.019901399,Low Potential,1968.1016452008114
47785,TIMES/BIG SAVE #30 HANALEI,37,8,0,24,14,2,3476.04,59,60.98315789,144.835,2.458333333,0.583333333,0.083333333,0.019868579,Low Potential,69.06397451922298
30714,WEIS #275,36,11,0,268,193,20,66457.2816,1487,44.99477427,247.9749313,5.548507463,0.720149254,0.074626866,0.019841796,Low Potential,1318.6318100806564
47456,LONGS DRUG STORE - NANAKULI #7107,37,8,0,51,25,4,3585.41,92,40.74329545,70.30215686,1.803921569,0.490196078,0.078431373,0.019841198,Low Potential,71.13882928419858
17609010,FIESTA MART #212-010,11,28,0,206,133,7,96977.85,2047,50.61474426,470.7662621,9.936893204,0.645631068,0.033980583,0.019830843,Low Potential,1923.152559890505
49480,WINN-DIXIE #0370,33,6,0,43,134,8,19603.9844,449,47.69825888,455.906614,10.44186047,3.11627907,0.186046512,0.019819586,Low Potential,388.5428470434241
50218,FOODLINX #514,30,2,0,8,17,2,7611.48,230,400.6042105,951.435,28.75,2.125,0.25,0.01972641,Low Potential,150.14717905461788
91287,OSC/MORTON SALT,26,6,0,794,46,1,103685.1,2759,37.96598316,130.5857683,3.474811083,0.057934509,0.001259446,0.019691454,Low Potential,2041.7104027083144
30630,WEIS #168,36,24,0,96,85,14,9909.6674,314,32.49071279,103.2257021,3.270833333,0.885416667,0.145833333,0.019650595,Low Potential,194.7308632648442
52623,MCRUSS GROCERY,1,6,0,2,9,4,2204.3161,45,244.9240111,1102.15805,22.5,4.5,2.0,0.019619202,Low Potential,43.24692336965706
26080,AMANA FOOD CORP.,0,20,0,118,167,9,59467.869,1183,65.42119802,503.9649915,10.02542373,1.415254237,0.076271186,0.019587599,Low Potential,1164.832755957596
62943,MERRICK FARM  #2680,21,20,0,134,177,10,42165.77,759,61.64586257,314.6699254,5.664179104,1.320895522,0.074626866,0.019567976,Low Potential,825.0987658692337
13759010,LA MICH MM 07 DAL-010,20,28,0,2,4,2,213.0,4,53.25,106.5,2.0,2.0,1.0,0.019515887,Low Potential,4.1568839102983475
49398,FRESCO Y MAS #0231,33,6,0,94,157,7,55711.9574,1111,60.42511649,592.6803979,11.81914894,1.670212766,0.074468085,0.019441517,Low Potential,1083.124970791636
16202,TEJADA MEAT CORP,0,20,0,170,222,8,86210.4087,1755,60.03510355,507.1200512,10.32352941,1.305882353,0.047058824,0.019406326,Low Potential,1673.0273057509594
37283,0747 GIANT RESTON PKWY,34,29,0,3,2,1,144.794,4,36.1985,48.26466667,1.333333333,0.666666667,0.333333333,0.019403147,Low Potential,2.8094592058844867
62511,RED MILLS MARKET #2328,21,20,0,47,58,7,7995.09,144,57.93543478,170.1082979,3.063829787,1.234042553,0.14893617,0.019386455,Low Potential,154.99645583733917
1010,SEDANO'S SUPERMARKETS #11,5,6,0,4,4,3,193.49,4,48.3725,48.3725,1.0,1.0,0.75,0.019329168,Low Potential,3.74000069744885
13341010,LA FRESCO MARKET-010,20,28,0,3,4,2,203.25,4,50.8125,67.75,1.333333333,1.333333333,0.666666667,0.01932135,Low Potential,3.927064464893192
62976,FOOD UNIVERSE  #1792,21,20,0,125,172,8,51498.85,1013,55.85558568,411.9908,8.104,1.376,0.064,0.019292206,Low Potential,993.5264009281992
62409,GITTO FARMERS MKT #2118,21,20,0,45,31,4,10580.19,193,63.35443114,235.1153333,4.288888889,0.688888889,0.088888889,0.019270273,Low Potential,203.88314890360462
62939,FOOD UNIVERSE  #1806,21,20,0,122,149,8,40712.53,789,52.87341558,333.7092623,6.467213115,1.221311475,0.06557377,0.019265208,Low Potential,784.3353746699169
12723010,FIESTA MART #37-010,11,28,0,205,133,7,105388.06,2182,55.90878515,514.0880976,10.64390244,0.648780488,0.034146341,0.019259358,Low Potential,2029.7063580143079
50831,THE MARKET CORPORATE HQ-CPU,30,31,0,1,9,3,582.38,13,64.70888889,582.38,13.0,9.0,3.0,0.019206766,Low Potential,11.185636405870317
30175,MARKET ON KENT,24,20,0,1,4,2,198.064,4,49.516,198.064,4.0,4.0,2.0,0.019159421,Low Potential,3.7947916252613068
46789,ABC #91 STORE,37,8,0,43,11,3,9083.31,137,83.33311927,211.2397674,3.186046512,0.255813953,0.069767442,0.019133588,Low Potential,173.79631393359972
12609010,FIESTA MART #5-010,11,28,0,205,133,7,104517.69,2192,50.93454678,509.8423902,10.69268293,0.648780488,0.034146341,0.019111617,Low Potential,1997.5020126104168
30682,WEIS #215,36,20,0,89,62,11,8471.1343,247,35.00468719,95.18128427,2.775280899,0.696629213,0.123595506,0.019109342,Low Potential,161.87780456109903
62071,UNIVERSAL FOOD MKTS #2577,21,18,0,57,130,6,38117.83,537,86.23943439,668.7338596,9.421052632,2.280701754,0.105263158,0.01903475,Low Potential,725.5633935468644
13863010,LA DISPENSA-010,20,28,0,3,5,2,319.84,6,53.30666667,106.6133333,2.0,1.666666667,0.666666667,0.018998284,Low Potential,6.076411120295524
30526,WEIS #30,36,24,0,5,3,1,182.325,5,36.465,36.465,1.0,0.6,0.2,0.018991482,Low Potential,3.4626218668185174
26159,FRANCO FOOD CORP.,0,20,0,273,205,9,130038.1862,2672,79.29157695,476.3303524,9.787545788,0.750915751,0.032967033,0.018981695,Low Potential,2468.345211580515
62035,FOOD UNIVERSE  #2532,21,18,0,65,112,7,21810.93,406,64.14979412,335.5527692,6.246153846,1.723076923,0.107692308,0.018912122,Low Potential,412.4909615372121
63459,TOPS MARKETS #460,35,20,0,156,213,7,133800.18,2946,47.56494134,857.6934615,18.88461538,1.365384615,0.044871795,0.018911488,Low Potential,2530.360545860678
46706,SAVECO WHOLESALE,37,2,0,9,4,0,337505.18,688,37500.57556,37500.57556,76.44444444,0.444444444,0.0,0.018906053,Low Potential,6380.890873390808
13015010,HACIENDA MEAT MARKET-010,20,28,0,23,11,3,2068.67,36,57.46305556,89.94217391,1.565217391,0.47826087,0.130434783,0.01888459,Low Potential,39.06598457934335
62418,TROPICAL SUPRMARKET #2114,21,18,0,47,83,6,31130.64,533,85.75933884,662.3540426,11.34042553,1.765957447,0.127659574,0.018858176,Low Potential,587.0670795437693
16189,MET FRESH,0,18,0,71,102,9,26928.8876,558,54.18287243,379.280107,7.85915493,1.436619718,0.126760563,0.018845042,Low Potential,507.47602359260986
30518,WEIS #20,36,24,0,8,4,1,364.65,10,40.51666667,45.58125,1.25,0.5,0.125,0.018776074,Low Potential,6.846695403009653
30626,WEIS #164,36,24,0,97,51,9,10216.1871,315,32.6395754,105.3215165,3.24742268,0.525773196,0.092783505,0.018720768,Low Potential,191.254872549317
12617010,FIESTA MART #9-010,11,28,0,258,134,7,179667.45,3828,53.31378338,696.3854651,14.8372093,0.519379845,0.027131783,0.018675493,Low Potential,3355.3782185372897
11209010,SUPERMERCADOS TELOLOAPAN #19-010,20,28,0,3,5,2,280.07,5,56.014,93.35666667,1.666666667,1.666666667,0.666666667,0.018634658,Low Potential,5.219008751995862
52666,HOSPITALITY SRVCS  INC,1,6,0,4,17,4,6297.7226,242,224.9186643,1574.43065,60.5,4.25,1.0,0.018587839,Low Potential,117.06105286348983
11078010,PATRIOTIC PACKAGES-010,20,28,0,4,2,1,264.06,5,66.015,66.015,1.25,0.5,0.25,0.018525736,Low Potential,4.891905955486
15682010,SUPER MERCADO MEXICANA-010,20,28,0,34,21,3,3575.12,75,48.97424658,105.1505882,2.205882353,0.617647059,0.088235294,0.018446809,Low Potential,65.94955465123057
30658,WEIS #190,36,24,0,104,95,14,14998.0966,497,30.79691294,144.2124673,4.778846154,0.913461538,0.134615385,0.018423222,Low Potential,276.3132633197442
26166,EXTRA SUPERMARKET,0,18,0,35,66,6,14343.6601,252,157.6226385,409.81886,7.2,1.885714286,0.171428571,0.01841474,Low Potential,264.13476449570396
62969,URBAN MARKET OF LIC.#1780,21,20,0,103,215,14,43941.78,897,49.20692049,426.6192233,8.708737864,2.087378641,0.13592233,0.01841053,Low Potential,808.9914563649147
46398,LONGS MANANA #4728,37,8,0,38,24,4,3552.81,75,56.39380952,93.495,1.973684211,0.631578947,0.105263158,0.018385865,Low Potential,65.32148429967462
45089,LONGS HO'OMAKA #10987,37,8,0,51,27,4,4412.95,95,49.58370787,86.52843137,1.862745098,0.529411765,0.078431373,0.018363241,Low Potential,81.03606483992189
21514,FC SACRAMENTO (GERBER ROAD) #3,23,2,0,221,192,8,110260.5861,3011,42.53880637,498.9166792,13.62443439,0.868778281,0.036199095,0.018359693,Low Potential,2024.3504851342896
63803,TOPS PT #668,35,24,0,107,232,11,79567.47,1681,51.63365996,743.621215,15.71028037,2.168224299,0.102803738,0.018309528,Low Potential,1456.8428204989248
16557,SAVE A LOT,0,20,0,11,22,4,3365.6147,62,116.0556793,305.9649727,5.636363636,2.0,0.363636364,0.018205201,Low Potential,61.27169295454789
15609010,SUPER 7 SUPERMKT-010,20,28,0,42,4,1,7793.45,130,88.56193182,185.5583333,3.095238095,0.095238095,0.023809524,0.018199522,Low Potential,141.8370651068166
12223010,D/CAMPO A CIUDAD-010,20,1,0,1,3,2,150.51,3,50.17,150.51,3.0,3.0,2.0,0.018059732,Low Potential,2.718170322384685
62419,LATINO'S SUPRMARKET #2116,21,18,0,44,65,6,24911.22,496,77.8475625,566.1640909,11.27272727,1.477272727,0.136363636,0.018039921,Low Potential,449.3964482526854
30617,WEIS #155,36,24,0,94,80,13,8904.3945,260,34.64744942,94.72760106,2.765957447,0.85106383,0.138297872,0.018010182,Low Potential,160.3697682710616
10844,O'NEILL'S FOOD MARKET,3,24,0,15,8,3,735.8514,28,26.28040714,49.05676,1.866666667,0.533333333,0.2,0.017995346,Low Potential,13.241900795976072
30504,WEIS #4,36,24,0,11,7,2,456.0778,12,38.00648333,41.46161818,1.090909091,0.636363636,0.181818182,0.017967135,Low Potential,8.194411272722483
45790,ARTEAGA'S FOOD CENTER LODI,37,2,0,13,18,3,1551.71,30,51.72366667,119.3623077,2.307692308,1.384615385,0.230769231,0.017899357,Low Potential,27.77461091287434
45205,LOLAS MARKET #1,37,2,0,1,4,2,176.16,4,44.04,176.16,4.0,4.0,2.0,0.017844183,Low Potential,3.1434313425421716
30648,WEIS #182,36,24,0,106,84,13,13521.2631,429,32.19348357,127.5590858,4.047169811,0.79245283,0.122641509,0.017809518,Low Potential,240.80717425699757
52600,EXPRESS FOODMART CO. LTD,1,6,0,6,11,0,4780.0864,229,281.1815529,796.6810667,38.16666667,1.833333333,0.0,0.017787362,Low Potential,85.02512488191724
13408010,BGA-KOVASOVIC MEAT MKT BGA-010,20,28,0,2,2,2,153.75,3,51.25,76.875,1.5,1.0,1.0,0.01778318,Low Potential,2.7341639064252377
15003010,RANCHO GRANDE SPRMDO-010,20,28,0,33,13,3,3336.62,69,49.06794118,101.109697,2.090909091,0.393939394,0.090909091,0.017754551,Low Potential,59.24019003517925
62922,KEY FOOD #1776,21,20,0,101,149,10,39540.09,795,51.55161669,391.4860396,7.871287129,1.475247525,0.099009901,0.017724067,Low Potential,700.8112032678723
34419,GRANT'S SUPERMARKET # 7,29,32,0,3,4,0,1892.82,14,473.205,630.94,4.666666667,1.333333333,0.0,0.017660687,Low Potential,33.42850108701736
26072,GOLDEN MANGO AMER CORP,0,20,0,30,42,5,8963.887,172,109.3156951,298.7962333,5.733333333,1.4,0.166666667,0.017655956,Low Potential,158.26599112246745
15720010,TELOLOAPAN #6-010,20,28,0,13,7,3,1026.69,19,54.03631579,78.97615385,1.461538462,0.538461538,0.230769231,0.017643422,Low Potential,18.11432481855154
45682,LONGS WINDWARD #9953,37,8,0,48,28,4,5316.425,113,58.42225275,110.7588542,2.354166667,0.583333333,0.083333333,0.017630385,Low Potential,93.73062082272955
45114,PACIFIC MARKETS #14 PROMO MEAT,37,2,0,1,6,2,279.39,6,46.565,279.39,6.0,6.0,2.0,0.017603531,Low Potential,4.918250660151243
62677,KEY FOOD #1206,21,20,0,146,189,12,49099.09,1049,48.37348768,336.295137,7.184931507,1.294520548,0.082191781,0.017583858,Low Potential,863.3514373778924
49965,WINN-DIXIE #2445,33,6,0,313,213,12,54228.5022,1195,49.20916715,173.2540006,3.817891374,0.680511182,0.038338658,0.01757545,Low Potential,953.0903420907364
62522,OZZIE'S FOOD UNIVRSE#2362,21,20,0,49,163,9,20451.19,406,51.25611529,417.3712245,8.285714286,3.326530612,0.183673469,0.01756796,Low Potential,359.2856990269012
45963,ABC #76 STORE,37,8,0,3,1,1,218.13,3,72.71,72.71,1.0,0.333333333,0.333333333,0.01756666,Low Potential,3.831815637219697
52606,COLE BAY LE GRAND MARCHE,1,33,0,3,11,1,1699.5269,30,89.44878421,566.5089667,10.0,3.666666667,0.333333333,0.017477226,Low Potential,29.70301489546262
46617,F4L GONG - WAREHOUSE,37,2,0,3,11,1,183186.4,3092,13084.74286,61062.13333,1030.666667,3.666666667,0.333333333,0.01747283,Low Potential,3200.7847650080917
30607,WEIS #142,36,24,0,92,79,14,8259.1725,246,33.57387195,89.77361413,2.673913043,0.858695652,0.152173913,0.017433302,Low Potential,143.984652402238
60730,#125 MANCHESTER,31,30,0,161,155,11,66825.3,1575,45.21332882,415.0639752,9.782608696,0.962732919,0.068322981,0.017426368,Low Potential,1164.5222594272345
12700010,FIESTA MART #23-010,11,28,0,257,133,7,158205.94,3382,52.4555504,615.5873152,13.15953307,0.517509728,0.027237354,0.017383466,Low Potential,2750.1675067495185
62732,KEY FOOD #1414,21,20,0,127,188,13,42137.14,901,48.88299304,331.7885039,7.094488189,1.480314961,0.102362205,0.017351404,Low Potential,731.1385324838758
62842,KEY FOOD #1586,21,20,0,79,184,8,52258.06,644,96.23952118,661.4944304,8.151898734,2.329113924,0.101265823,0.017348818,Low Potential,906.6155971075594
93486,OSC/MORTON SALT,26,6,0,835,48,1,340773.38,6768,54.84844359,408.1118323,8.105389222,0.05748503,0.001197605,0.017329263,Low Potential,5905.351378731914
30692,WEIS #226,36,24,0,99,78,14,9344.2732,281,33.25364128,94.38659798,2.838383838,0.787878788,0.141414141,0.0173279,Low Potential,161.91662329668924
62714,GOLDEN FARMS #1856,21,20,0,67,185,8,59352.75,1136,74.47020075,885.8619403,16.95522388,2.76119403,0.119402985,0.017276885,Low Potential,1025.4306354685687
30687,WEIS #219,36,20,0,9,6,2,337.4339,9,37.49265556,37.49265556,1.0,0.666666667,0.222222222,0.01726918,Low Potential,5.827206495679915
62984,FOOD UNIVERSE  #1912,21,20,0,150,224,10,56188.12,1105,54.28803865,374.5874667,7.366666667,1.493333333,0.066666667,0.017255161,Low Potential,969.5350545035303
15713010,SUPER MERC (EL CERR)-010,20,28,0,2,2,0,1691.62,7,338.324,845.81,3.5,1.0,0.0,0.017250132,Low Potential,29.180667982026932
49521,WINN-DIXIE #0448,33,0,0,65,189,9,38398.5428,782,54.69877892,590.7468123,12.03076923,2.907692308,0.138461538,0.017226148,Low Potential,661.4589964910045
30116,CAMPUS & CO,24,18,0,1,3,2,165.8857,3,55.29523333,165.8857,3.0,3.0,2.0,0.017224727,Low Potential,2.8573359286291526
62205,SAVE A LOT #2635,21,3,0,8,21,5,2424.69,46,52.71065217,303.08625,5.75,2.625,0.625,0.01717147,Low Potential,41.63549268146977
30684,WEIS #217,36,20,0,87,69,12,7393.9245,224,33.30596622,84.98763793,2.574712644,0.793103448,0.137931034,0.017160947,Low Potential,126.88674279380311
47783,TIMES/BIG SAVE #31 KAPAA,37,8,0,50,39,1,11412.49,193,75.57940397,228.2498,3.86,0.78,0.02,0.017128106,Low Potential,195.47434080239384
49690,WINN-DIXIE #0757,33,6,0,110,210,9,58465.9426,1236,56.16324938,531.5085691,11.23636364,1.909090909,0.081818182,0.017123243,Low Potential,1001.1265330192905
62557,DUMBO MARKET #2384,21,20,0,82,162,11,33827.83,715,49.38369343,412.5345122,8.719512195,1.975609756,0.134146341,0.017101252,Low Potential,578.4982607177459
12620010,FIESTA MART #11-010,11,28,0,257,133,7,116585.22,2424,54.47907477,453.6389883,9.431906615,0.517509728,0.027237354,0.017044822,Low Potential,1987.1742940622942
52709,BEST BUY#9983,1,6,0,21,30,2,3405.3508,124,29.10556239,162.1595619,5.904761905,1.428571429,0.095238095,0.016986862,Low Potential,57.84622350521684
12125010,D'AMBRA MEAT BGA-010,20,28,0,1,4,3,232.95,4,58.2375,232.95,4.0,4.0,3.0,0.016947748,Low Potential,3.947977929096669
52753,PRIME ISLAND MEAT,1,33,0,3,9,4,781.6348,16,71.05770909,260.5449333,5.333333333,3.0,1.333333333,0.01688962,Low Potential,13.201515198127925
50180,ROYAL CITY HARVEST FOODS,30,31,0,29,8,3,2417.19,79,67.14416667,83.35137931,2.724137931,0.275862069,0.103448276,0.016877932,Low Potential,40.7971695968695
49576,WINN-DIXIE #0535,33,6,0,53,165,9,25389.9693,529,54.25207115,479.0560245,9.981132075,3.113207547,0.169811321,0.016844433,Low Potential,427.67963169351185
46700,HOLIDAY MKT #41-PROMO,37,2,0,8,6,2,818.45,9,102.30625,102.30625,1.125,0.75,0.25,0.016833656,Low Potential,13.777505373582244
15842010,#11 TELOLOAPAN MEAT MARKET-010,20,28,0,14,10,2,977.58,19,51.45157895,69.82714286,1.357142857,0.714285714,0.142857143,0.016790347,Low Potential,16.413907590173185
63753,TOPS MARKETS #610,35,24,0,163,284,12,119004.77,2639,48.95301111,730.0906135,16.19018405,1.742331288,0.073619632,0.016789377,Low Potential,1998.0159168738128
46236,TIMES #10 KOOLAU,37,8,0,47,40,2,15880.06,189,111.0493706,337.873617,4.021276596,0.85106383,0.042553191,0.016764475,Low Potential,266.2208693875745
30675,WEIS #199,36,24,0,92,74,13,7946.1258,247,32.56608934,86.37093261,2.684782609,0.804347826,0.141304348,0.016732233,Low Potential,132.95642551326043
16806010,LA PASADITA #2-010,20,28,0,2,3,1,239.62,4,59.905,119.81,2.0,1.5,0.5,0.016703935,Low Potential,4.002596986182034
12715010,FIESTA MART #29-010,11,28,0,206,132,7,118997.22,2493,55.99869176,577.6564078,12.10194175,0.640776699,0.033980583,0.01664543,Low Potential,1980.7598547587916
21522,FC SHAW & MARTY #784,23,2,0,221,186,9,128396.1394,3394,42.94185264,580.9780063,15.35746606,0.841628959,0.040723982,0.016618509,Low Potential,2133.752378355644
62108,GARDEN FRESH MARKET #2681,21,20,0,41,89,6,43478.37,828,77.36364769,1060.448049,20.19512195,2.170731707,0.146341463,0.016613305,Low Potential,722.3194049745798
49450,WINN-DIXIE #0311,33,6,0,19,109,7,10778.4321,221,53.35857475,567.2859,11.63157895,5.736842105,0.368421053,0.01658081,Low Potential,178.71514305162336
62754,KEY FOOD #1430,21,20,0,139,180,11,41528.68,843,49.38011891,298.767482,6.064748201,1.294964029,0.079136691,0.016546534,Low Potential,687.1557311416417
45669,LONGS KUAPA KAI #9185,37,8,0,65,27,4,5467.14,130,47.95736842,84.10984615,2.0,0.415384615,0.061538462,0.016533231,Low Potential,90.38949051227421
26193,347 FOOD CORP,0,20,0,10,46,9,2771.2293,65,44.69724677,277.12293,6.5,4.6,0.9,0.01652834,Low Potential,45.803820245043376
30612,WEIS #148,36,24,0,275,143,9,85759.3199,1869,49.80216022,311.8520724,6.796363636,0.52,0.032727273,0.016486257,Low Potential,1413.8502150035292
16707010,LA MORELIANA #7 BGA-010,20,28,0,13,11,3,1040.99,19,54.78894737,80.07615385,1.461538462,0.846153846,0.230769231,0.016460191,Low Potential,17.134894706346095
30783,WEIS #135,36,24,0,102,53,9,10867.9512,338,32.83368943,106.5485412,3.31372549,0.519607843,0.088235294,0.016456865,Low Potential,178.85240327129958
12761010,FIESTA MART #65-010,11,28,0,206,133,7,105815.76,2190,55.16984359,513.6687379,10.63106796,0.645631068,0.033980583,0.016450783,Low Potential,1740.7521309046447
16614010,GDLPANA KEMPWD BGA-010,20,28,0,9,10,3,809.67,14,57.83357143,89.96333333,1.555555556,1.111111111,0.333333333,0.016448153,Low Potential,13.317576187569648
34746,LUCKY CALIFORNIA #708,32,2,0,116,226,11,53873.4489,1119,48.93137956,464.4262836,9.646551724,1.948275862,0.094827586,0.016428333,Low Potential,885.0509463109386
11171010,LA MEXICANA MEAT MARKET 4-010,20,28,0,2,2,1,100.18,2,50.09,50.09,1.0,1.0,0.5,0.016418735,Low Potential,1.6448288287594917
11949010,CULEBRA MKT #17-010,20,28,0,2,2,1,101.26,2,50.63,50.63,1.0,1.0,0.5,0.016418735,Low Potential,1.662561062090099
11871010,COUNTRY FOOD MARKET-010,20,28,0,1,1,1,109.64,2,54.82,109.64,2.0,1.0,1.0,0.016408402,Low Potential,1.7990172471106052
11166010,TARGET TRADING-010,20,28,0,4,1,1,321.68,7,64.336,80.42,1.75,0.25,0.25,0.01638852,Low Potential,5.2718593060970305
62229,GLOBAL FRESH SUPERMARKET 2743,21,20,0,95,175,9,34727.92,674,56.10326333,365.5570526,7.094736842,1.842105263,0.094736842,0.016387746,Low Potential,569.1123229706287
14728010,PANCHO'S SUPER MARKET #2-010,20,28,0,4,4,2,447.93,7,63.99,111.9825,1.75,1.0,0.5,0.016332557,Low Potential,7.315842447336763
17610010,FIESTA MART #213-010,11,28,0,206,132,7,96050.25,1976,53.30202553,466.2633495,9.59223301,0.640776699,0.033980583,0.016302455,Low Potential,1565.8548991726711
12621010,FIESTA MART #12-010,11,28,0,206,132,7,131436.35,2856,52.1159199,638.040534,13.86407767,0.640776699,0.033980583,0.016218947,Low Potential,2131.7592269449497
30610,WEIS #145,36,18,0,108,93,14,16088.9653,532,31.67119154,148.9719009,4.925925926,0.861111111,0.12962963,0.01620745,Low Potential,260.76108678544387
11165010,LA COSECHA FOODS II-010,20,22,0,18,17,3,2262.42,42,53.86714286,125.69,2.333333333,0.944444444,0.166666667,0.016163917,Low Potential,36.56956968370825
30627,WEIS #165,36,24,0,92,76,13,8418.6678,253,34.0836753,91.5072587,2.75,0.826086957,0.141304348,0.01615648,Low Potential,136.01603554897605
46315,WHOLESALE UNLIMITED,37,8,0,15,6,3,111062.33,1418,3582.655806,7404.155333,94.53333333,0.4,0.2,0.01614719,Low Potential,1793.3446226451733
12354010,ELAM(LA CARRETTA)-010,20,28,0,31,14,3,3176.14,51,62.2772549,102.456129,1.64516129,0.451612903,0.096774194,0.016127825,Low Potential,51.22422940731048
30513,WEIS #10,36,24,0,103,96,14,12981.4166,406,32.13221931,126.0331709,3.941747573,0.932038835,0.13592233,0.01612482,Low Potential,209.3230103908483
30611,WEIS #147,36,18,0,99,69,12,8437.7872,283,30.68286255,85.23017374,2.858585859,0.696969697,0.121212121,0.016100343,Low Potential,135.85127075404526
30531,WEIS #37,36,24,0,88,77,13,7799.868,225,34.97698655,88.63486364,2.556818182,0.875,0.147727273,0.016024003,Low Potential,124.98510671337695
12766010,FIESTA MART #67-010,11,28,0,256,130,7,124899.6,2630,54.09250758,487.8890625,10.2734375,0.5078125,0.02734375,0.015923232,Low Potential,1988.805287539959
62476,FOOD UNIVERSE  #2256,21,20,0,79,143,11,21490.8,445,48.95398633,272.035443,5.632911392,1.810126582,0.139240506,0.015891239,Low Potential,341.51544011235234
13822010,LA MICH SM 03 DAL-010,20,28,0,66,20,3,5398.2,117,48.63243243,81.79090909,1.772727273,0.303030303,0.045454545,0.015888063,Low Potential,85.76694296635686
11020010,99 RAN MKT 1102-010,20,28,0,10,9,2,972.9,19,51.20526316,97.29,1.9,0.9,0.2,0.015884217,Low Potential,15.453754597529768
26235,UNCLE GIUSEPPE'S,0,20,0,189,151,14,51781.7612,1070,56.65400569,273.9775725,5.661375661,0.798941799,0.074074074,0.015868198,Low Potential,821.6832460635319
49436,FRESCO Y MAS #0292,33,6,0,108,153,7,49958.779,1026,51.9322027,462.581287,9.5,1.416666667,0.064814815,0.015853327,Low Potential,792.0128484014608
49675,WINN-DIXIE #0728,33,6,0,14,93,7,7565.4328,161,54.82197681,540.3880571,11.5,6.642857143,0.5,0.015833348,Low Potential,119.78613056395054
30527,WEIS #31,36,24,0,103,85,14,9616.1811,311,31.52846262,93.36098155,3.019417476,0.825242718,0.13592233,0.015821747,Low Potential,152.14478910367862
46402,LONGS HALEIWA #3070,37,8,0,74,23,4,4660.58,156,32.82098592,62.98081081,2.108108108,0.310810811,0.054054054,0.015817389,Low Potential,73.71820632308722
30557,WEIS #72,36,24,0,98,80,13,8380.6019,270,32.10958582,85.51634592,2.755102041,0.816326531,0.132653061,0.015780503,Low Potential,132.25011284048986
30528,WEIS #33,36,24,0,87,71,13,8061.8206,252,32.9053902,92.6646046,2.896551724,0.816091954,0.149425287,0.015769567,Low Potential,127.13142283963636
50236,FOODLINX #532,30,2,0,1,1,1,1188.0,36,1188.0,1188.0,36.0,1.0,1.0,0.01572819,Low Potential,18.685090363025665
50253,FOODLINX #549 FULL PALLET,30,2,0,1,1,1,1188.0,36,1188.0,1188.0,36.0,1.0,1.0,0.01572819,Low Potential,18.685090363025665
50252,FOODLINX #548 FULL PALLET,30,2,0,1,1,1,1188.0,36,1188.0,1188.0,36.0,1.0,1.0,0.01572819,Low Potential,18.685090363025665
16456,ASSOCIATED,0,20,0,97,127,8,35829.5171,745,50.75002422,369.3764649,7.680412371,1.309278351,0.082474227,0.015727924,Low Potential,563.5239284626981
62073,UNIVERSAL FOOD MKTS #2579,21,18,0,59,109,5,41260.42,647,108.5800526,699.3291525,10.96610169,1.847457627,0.084745763,0.015685713,Low Potential,647.1991030224785
13745010,LA MICH MM 40 HOU-010,20,28,0,13,6,3,893.5,19,47.02631579,68.73076923,1.461538462,0.461538462,0.230769231,0.015677653,Low Potential,14.007983181625605
30631,WEIS #169,36,24,0,80,76,13,5654.2551,172,33.0658193,70.67818875,2.15,0.95,0.1625,0.015667517,Low Potential,88.58813642116897
46757,ARTEAGA'S NEWARK,37,2,0,31,12,3,3476.65,68,51.12720588,112.15,2.193548387,0.387096774,0.096774194,0.015645104,Low Potential,54.39254918443039
15790010,TELOLOAPAN #10 MKT-010,20,28,0,15,9,2,1300.51,26,50.01961538,86.70066667,1.733333333,0.6,0.133333333,0.015595335,Low Potential,20.281888577276842
11625,D'ONFRIOS'S FOOD CENTER,3,24,0,5,5,2,188.522,6,31.42033333,37.7044,1.2,1.0,0.4,0.0155669935,Low Potential,2.934720749504864
47511,LONGS SOUTH KING ST. #10081,37,8,0,81,29,4,5929.03,169,40.33353741,73.19790123,2.086419753,0.358024691,0.049382716,0.015539067,Low Potential,92.1315936207585
26388,GG WOODMERE LLC,0,20,0,107,142,7,93030.7751,2366,53.58915616,869.4464963,22.11214953,1.327102804,0.065420561,0.015510892,Low Potential,1442.990264708683
13839010,LA RANCHERA MEAT MKT-010,20,9,0,6,3,1,515.03,9,57.22555556,85.83833333,1.5,0.5,0.166666667,0.015510178,Low Potential,7.988207063460722
49658,FRESCO Y MAS #0697,33,6,0,323,163,7,47830.7562,953,55.10455783,148.0828365,2.950464396,0.504643963,0.021671827,0.0154874325,Low Potential,740.7756071080685
